icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
c828a8,1669334437,NZWN,1669335316,NZFP,MDK01   ,9034,1160,27605,2167,0,0
0d07a8,1669334679,,1669337009,,VOI688  ,,,,,0,0
0d0e9b,1669340109,,1669340857,MMMX,VIV1127 ,,,17087,757,0,1
4cafca,1669334773,LIPO,1669337969,LIBD,MSA56B  ,4079,501,971,53,1,0
8514b4,1669338498,,1669341562,RJTT,JAL492  ,,,4068,50,0,2
7c2fe7,1669335426,YPKG,1669338959,YPPH,NWK1607 ,577,75,1609,12,0,1
7c4516,1669335247,YBBN,1669341189,,QJE1721 ,1649,26,,,0,0
a475d8,1669335017,KATL,1669337861,KRDU,FFT1590 ,445,45,1560,79,1,7
a657f4,1669340403,KLAX,1669341436,,DAL422  ,2094,68,,,2,0
ac6b90,1669338538,IN93,1669340085,KAZO,N9MC    ,6944,1261,959,23,5,13
c8200b,1669338907,,1669340775,NZCH,ANZ750M ,,,1484,114,0,3
152069,1669334630,,1669336011,,SVR2989 ,,,,,0,0
70c0cb,1669336383,,1669337233,,OMA341  ,,,,,0,0
71c350,1669335349,RKSS,1669336142,RKSI,KAL1991 ,359,96,18667,1296,2,0
71c394,1669338057,RKSI,1669341078,RJFF,ABL156  ,5811,572,2351,2,0,0
7585f0,1669337887,RPLL,1669339509,RPUL,RPC9102 ,2412,15,20924,120,1,0
76bd48,1669339745,,1669340397,VHHH,TGW978  ,,,4533,37,0,1
781ae9,1669338811,,1669341179,ZGSZ,LHA4030 ,,,8135,323,0,1
8674f0,1669337049,RJFF,1669340955,RJTT,JAL306  ,2336,226,4069,57,0,2
885307,1669338022,VTBS,1669338681,,THD241  ,3823,524,,,0,0
7c2b8a,1669334554,YRED,1669337824,YRED,IVW     ,441,7,430,8,0,2
7c6274,1669335323,YSSY,1669337517,,QLK403  ,1055,8,,,0,0
7c7ab1,1669336523,YBBN,1669337833,,VOZ047  ,1234,26,,,0,0
a17ea8,1669335933,KMVY,1669336639,KHYA,KAP349  ,704,40,2659,14,2,2
a466bd,1669336220,6CL9,1669338359,9CL2,N383DC  ,1007,1042,21143,1042,2,1
a85575,1669336910,KDAL,1669340132,KPMU,EJA636  ,1174,186,5109,2134,1,2
a91be1,1669334788,MI13,1669340819,9II2,N6860H  ,12941,922,4825,426,0,19
a98445,1669335815,KMSY,1669340940,KFLL,JBU1422 ,1380,6,3475,126,1,4
c02fd8,1669335549,,1669340147,CYVR,ACA249  ,,,1058,88,0,3
c81d8e,1669335213,NZWN,1669337828,NZAA,ANZ428  ,7045,924,1705,92,0,2
e4827c,1669335556,,1669337578,,TAM3814 ,,,,,0,0
e48e92,1669337326,SBBR,1669338260,,GLO1716 ,1372,23,,,1,0
0d0a1a,1669338341,MMMX,1669339282,,SLI2172 ,480,103,,,0,0
8007c9,1669336907,VIDP,1669339349,,IGO6022 ,449,46,,,1,0
8406e8,1669335196,RJOO,1669337501,,JAL2081 ,1176,68,,,0,0
8527e8,1669339924,RJTF,1669341262,RJTO,,901,40,17931,829,1,1
8527e8,1669336651,,1669338129,RJTF,,,,621,58,0,5
880c46,1669335060,VTBD,1669336163,,AIQ3308 ,4056,622,,,0,0
7c6b41,1669335004,YMML,1669339109,YWLM,JST474  ,2154,10,5936,295,1,1
7c802c,1669338402,,1669340740,YMML,RXA3514 ,,,1607,71,0,4
a45fb1,1669339609,KLAX,1669340785,,HAL9    ,1971,38,,,2,0
ab4bbf,1669334417,KMKC,1669337515,,N827KB  ,7409,1201,,,0,0
c02fe7,1669338819,CYVR,1669341522,,ACA246  ,1392,18,,,0,0
c81d9d,1669335625,NZAA,1669338581,NZWN,ANZ429  ,1612,130,5566,376,0,0
e80330,1669339982,SPJC,1669340599,,SKX5081 ,1347,308,,,3,0
7105a5,1669334832,,1669339746,OMDB,KNE215  ,,,1899,34,0,2
71c309,1669335115,,1669337321,RKSS,ABL8804 ,,,2258,17,0,4
7810d7,1669335496,,1669336583,,CQH8779 ,,,,,0,0
78169f,1669338874,,1669340024,,CQN2071 ,,,,,0,0
781c77,1669337509,ZGSZ,1669338127,,CSZ9643 ,6079,674,,,0,0
85120e,1669337347,RJTT,1669339079,,JAL185  ,1700,172,,,0,0
7c7bfb,1669337429,YPPH,1669339376,,RXA2113 ,330,32,,,0,0
a0d0f9,1669340180,K47N,1669341560,KMGJ,N1515M  ,1914,263,2277,117,4,12
a45ef1,1669335583,SADL,1669337048,SADL,N3809V  ,11312,740,2943,435,0,0
a58992,1669335022,,1669335913,KSHN,N456N   ,,,12971,99,0,2
a8a338,1669337831,KHST,1669339271,KFLL,N656CB  ,1622,1034,4818,286,5,4
ac77d0,1669336384,KATL,1669341412,KPHL,NKS1836 ,668,113,3283,4,1,11
abe0df,1669336070,KMDW,1669340687,KRDU,SWA1102 ,1818,245,1792,86,0,7
abdd4a,1669335124,,1669337261,KPHX,SWA2316 ,,,448,94,0,10
ad9e76,1669335056,,1669337219,WSAG,N977JH  ,,,7628,400,0,5
c81e27,1669336771,,1669341443,NZAA,ANZ664  ,,,1332,76,0,2
e49525,1669336771,,1669340203,,GLO2085 ,,,,,0,0
0d09d5,1669338605,,1669339319,MMMX,VOI799  ,,,17194,711,0,1
0d0e16,1669334737,MMMX,1669336809,,VOI234  ,499,10,,,0,0
71c326,1669335526,,1669338289,RKSS,TWB706  ,,,2200,25,0,4
76d256,1669338885,,1669341089,WSAT,TGW481  ,,,25164,2255,0,1
7810b0,1669339952,,1669340909,,CXA8315 ,,,,,0,0
8014e8,1669340051,VOBL,1669341134,,IGO857  ,3119,205,,,0,0
8681b9,1669336343,RJBE,1669339128,RJTT,SKY102  ,857,52,4134,50,0,2
86ddd4,1669336479,RJTT,1669341479,RJFF,JAL311  ,4791,210,2583,5,0,0
88510b,1669339459,VTBS,1669340153,,THA403  ,3052,387,,,0,0
884e74,1669336899,VTBD,1669337683,,N       ,4561,492,,,0,0
7c4028,1669339060,,1669339854,YPAD,SH492   ,,,1235,36,0,3
7c3f2a,1669335437,YKMP,1669337088,YPMQ,MRG     ,2649,684,1679,202,0,1
7c7658,1669338593,YBBN,1669340241,,AVN21   ,1071,26,,,0,0
7cf9e4,1669336917,YPEA,1669338355,YNTM,VIPR04  ,840,22,21211,2072,0,5
a56dc6,1669336687,KTMK,1669337707,KHIO,N449TS  ,4149,1139,1857,17,0,23
a8c36d,1669336232,49OH,1669339388,KMKE,DAL8923 ,2755,1664,310,29,10,10
e490d3,1669334503,,1669337523,SBKP,AZU4835 ,,,5774,199,0,4
75020e,1669338471,,1669339186,,MAS750  ,,,,,0,0
76e726,1669338117,YPEA,1669340143,YPEA,EGLE850 ,855,0,1720,30,0,2
781dab,1669336528,,1669338739,ZGSZ,CDC8737 ,,,7155,277,0,0
801460,1669338387,VECC,1669340812,,IGO271  ,614,2,,,0,0
850e58,1669338420,,1669341562,RJTT,JAL142  ,,,7220,195,0,1
86e518,1669337280,,1669339848,RJTT,ANA404  ,,,3518,3,0,2
86dd90,1669337524,RJTT,1669340244,RJOO,JAL111  ,4831,225,3110,7,0,2
7c617e,1669335400,,1669337438,YSSY,RSCU208 ,,,13944,85,0,2
7c7b64,1669336444,,1669337525,YPPF,YNQ     ,,,1395,32,0,4
7cf9c9,1669338024,YAMB,1669338941,,DRGN47  ,703,124,,,0,0
a20639,1669335905,KWVI,1669337088,KRHV,N23AT   ,9333,818,69,71,1,3
a91ab7,1669334948,KMCO,1669340031,KMSY,NKS621  ,1574,184,1127,1,1,5
c05dab,1669336777,CZBB,1669340001,CZBB,CGJMG   ,181,32,768,70,2,5
e0268f,1669335586,,1669337087,SABE,ARG1403 ,,,2304,55,0,7
e07191,1669340010,,1669341561,SABE,ARG1463 ,,,2378,55,0,7
e48c03,1669334942,,1669337402,SBMT,GLO1087 ,,,5627,657,0,2
0d04af,1669337824,,1669338444,MMMX,SLI357  ,,,651,96,0,1
7501fd,1669336222,WMKK,1669338388,WMKP,AXM6114 ,11142,954,9141,392,0,0
7810eb,1669335978,,1669338550,,DKH1159 ,,,,,0,0
800ce7,1669335513,VECC,1669340141,,LLR751  ,180,10,,,0,0
841442,1669336252,RJFF,1669340442,RJTT,SFJ42   ,1095,89,5914,149,0,1
845d1c,1669335764,RJTT,1669339648,,JAL507  ,1452,195,,,0,0
7c530c,1669335294,,1669337331,YBBN,QLK375D ,,,956,26,0,2
7c6d36,1669334772,YSSY,1669338648,YBBN,VOZ933  ,1008,69,1526,34,0,2
a11ce5,1669339003,KHIO,1669340865,KBFI,N171AA  ,991,35,852,82,9,7
a279cb,1669337736,KSNA,1669340278,KLAS,JSX305  ,1735,325,1501,131,0,3
a58501,1669336824,KROG,1669340117,2KY8,N455DG  ,8103,957,3045,1421,3,6
aa495b,1669334528,KSTL,1669336568,KHAE,KAP6    ,2039,116,18139,954,1,4
ab5f00,1669336134,KBNA,1669341593,KPHL,SWA3298 ,2205,53,1922,71,0,11
ac245c,1669335665,KIND,1669339613,KATL,SWA303  ,2474,366,2571,0,3,20
acb244,1669339428,,1669340335,KFSD,N917SH  ,,,2642,1,0,5
acf204,1669336017,KLAX,1669338533,KLAS,NKS875  ,713,30,1285,154,3,3
c82461,1669335604,NZKE,1669337753,NZKE,ZKHYO   ,11951,365,1396,365,0,1
c81ac0,1669338937,,1669340579,NZCH,ANZ847L ,,,1964,122,0,3
e80461,1669336564,,1669338350,SPJC,LPE2301 ,,,8814,346,0,5
0c2100,1669336458,MP24,1669338063,MPHO,ALAS81  ,8671,1663,24818,837,0,1
706131,1669334593,,1669335957,OKBK,JZR716  ,,,2569,28,0,1
70c0e1,1669339050,,1669340439,VOCI,OMA225  ,,,21909,1050,0,1
847294,1669334913,RJTT,1669337758,,JAL907  ,4927,278,,,0,0
8514d6,1669336415,,1669339679,RJTT,JAL642  ,,,4138,50,0,2
8832b5,1669335413,VTBD,1669336216,,TLM734  ,5237,538,,,0,0
7c4813,1669334583,YBRS,1669338226,YBRS,OIT     ,863,10,2039,33,3,7
7c5d90,1669334990,YMEN,1669340033,YSDW,SRM     ,81,63,5165,1874,1,1
a238f6,1669335858,KSUA,1669341379,KSUA,N242RT  ,342,4,931,35,1,6
a50f40,1669335674,KLBB,1669339303,KDEN,SWA2270 ,2733,516,6725,36,1,18
a84f41,1669334988,WT44,1669337973,KHIO,N6342L  ,6527,1199,1433,40,1,23
c07231,1669336950,,1669338397,CYWG,G2E4125 ,,,2748,10,0,4
c80d63,1669335854,NZCH,1669340939,NZCH,ZKMBE   ,307,137,1117,137,1,3
c8244c,1669338600,,1669339732,NZAA,ANZ042M ,,,1709,92,0,2
c81ced,1669339144,,1669339856,NZPM,MSY808  ,,,672,113,0,2
040211,1669338574,,1669340412,VOBL,ETH690  ,,,3326,38,0,2
0d06e1,1669334628,,1669336029,KSAT,LET4244 ,,,4826,202,0,16
71c032,1669338801,,1669340484,RKTU,JJA802  ,,,20236,1999,0,0
71c274,1669336131,RKSI,1669337089,,KAL137  ,4024,480,,,0,0
750426,1669337891,WMSA,1669340540,WMKP,MXD1118 ,2717,262,14137,659,0,0
80149d,1669336896,VOMM,1669339417,,IGO7183 ,1905,205,,,1,0
800cfa,1669338521,,1669339850,VAID,IGO7271 ,,,1619,22,0,0
840659,1669337428,RJFF,1669338138,,JTA53   ,1889,165,,,0,0
846adc,1669336305,,1669338701,RJOO,IBX78   ,,,2461,38,0,2
880457,1669335694,VTBD,1669336855,,AIQ634  ,5764,637,,,0,0
885308,1669338243,VTBS,1669339106,,THD588  ,2495,501,,,0,0
88808f,1669337039,,1669338418,,HVN161  ,,,,,0,0
896517,1669336633,,1669340983,OMDB,FDB176  ,,,1919,41,0,2
7c81cd,1669336684,YSTW,1669339979,YPEC,WP2     ,7689,40,16438,128,0,1
a02bf6,1669337119,K4G6,1669337770,K4G6,N11XQ   ,10035,443,10321,443,1,4
a55055,1669337231,,1669338410,KAXH,SWA1583 ,,,4629,1000,0,18
a97075,1669335954,KBUR,1669341578,KBOI,VXP165  ,2223,189,1536,189,2,9
acf146,1669334905,KDEC,1669336749,KORD,SKW5080 ,3371,790,3610,115,2,4
ada8b7,1669338280,KFCI,1669341285,KMTN,N9799R  ,979,10,7017,97,1,6
c828e9,1669337145,NZCH,1669341282,,ZKLJO   ,782,145,,,1,0
06a060,1669338985,OTHH,1669341592,OMDW,QTR3196 ,1543,42,691,19,1,1
75027f,1669339022,,1669340632,,MAS611  ,,,,,0,0
76b442,1669336658,,1669338839,WMKP,SIA132  ,,,14595,674,0,0
76aa6f,1669338342,,1669339285,VTBS,JSA511  ,,,8050,348,0,1
7800b0,1669339923,,1669340566,ZGSZ,HLF9876 ,,,8906,369,0,2
84b5ee,1669336372,RJGG,1669340470,RJFF,SFJ61   ,2024,193,2293,9,0,0
7c0113,1669335914,YGLB,1669336539,YCLT,AHX     ,760,73,8768,1341,0,2
7c0aa3,1669334694,,1669337118,,VHCDX   ,,,,,0,0
7c3941,1669335269,YMMB,1669337420,YMMB,LLF     ,712,22,1016,15,0,0
7c6cc9,1669335979,YCAB,1669337232,YCAB,VRV     ,1436,148,2525,247,0,1
a9742c,1669338080,KSTS,1669341384,KBUR,VXP126  ,2273,227,2492,6,1,4
aa858a,1669335495,KF34,1669340291,KSTS,N7771G  ,1926,1186,1598,151,0,2
ac03ef,1669337922,8TX7,1669339641,,ASH6157 ,8370,1549,,,0,0
c06de0,1669337419,CYCW,1669339790,CZBB,CGPPV   ,5799,1278,587,70,0,5
c080cd,1669335498,,1669337209,CYYC,WEN3358 ,,,3374,2,0,5
c8049f,1669335573,,1669338291,NZWN,ZKEQX   ,,,17562,574,0,0
e49660,1669336216,SBBR,1669336909,,PAM2257 ,1268,16,,,1,0
040123,1669339572,,1669340996,FAOR,ETH859  ,,,1895,25,0,7
4bb868,1669339843,,1669340773,,PGT1801 ,,,,,0,0
71c384,1669339831,,1669341497,RKTU,EOK602  ,,,22824,1991,0,0
780cc5,1669338071,,1669341563,ZGSZ,DKH1111 ,,,7867,316,0,1
861ba8,1669334819,RJCH,1669338377,RJTK,ADO58   ,11293,1874,10376,385,0,1
8682f4,1669335692,,1669338087,RJTT,ANA460  ,,,4523,80,0,1
884208,1669339580,VTBS,1669340303,,BKP271  ,3647,379,,,0,0
88819f,1669338784,,1669340088,VVNB,BAV102  ,,,21182,1024,0,0
8880f4,1669337309,,1669338591,,VJC130  ,,,,,0,0
89617a,1669335502,OMDB,1669336426,,UAE504  ,770,18,,,0,0
8a08d9,1669335532,,1669337207,,SJV817  ,,,,,0,0
a4cbfd,1669337438,,1669339229,KTPA,SIL51   ,,,1571,15,0,7
aa13b0,1669334797,KSAC,1669337709,KWVI,N74878  ,147,60,19349,940,2,5
aaa1bb,1669334950,KEFD,1669340187,,SWA1394 ,6056,1841,,,5,0
aade6e,1669335340,KU77,1669341489,KHND,N8NY    ,12726,1728,210,180,0,4
c00fe2,1669336036,CYHM,1669338820,CYMX,CJT906  ,334,39,1970,51,0,2
e49329,1669336491,SBBR,1669340774,SBKP,AZU4230 ,1475,21,4912,161,1,4
e80272,1669334456,SPJC,1669338258,SPST,LPE2087 ,2178,316,187,1,3,3
151fb9,1669335709,,1669338995,,AUL591  ,,,,,0,0
71c328,1669339171,,1669341384,RKSS,ABL8806 ,,,2748,12,0,4
80053f,1669339204,,1669340954,,AIC633  ,,,,,0,0
84792d,1669338765,RJAK,1669339943,RJTJ,JA18RK  ,13012,512,4016,230,0,3
881bba,1669338285,VTBD,1669339610,VTBD,SNY03   ,13261,530,25745,462,0,0
888190,1669336553,VVGL,1669338377,,BAV1621 ,12674,1844,,,0,0
89631c,1669336662,OMDB,1669337488,,UAE658  ,875,18,,,0,0
7c2688,1669334875,YMEN,1669339448,YMEN,HWA     ,7856,241,1132,55,1,3
7c3414,1669336170,YMMB,1669337930,YMMB,KKM     ,648,7,993,22,0,0
a027ca,1669336573,KSFO,1669338162,,SKW4695 ,184,80,,,0,0
a5e44c,1669336605,8TX7,1669339523,KMSY,UAL1870 ,8969,1488,1342,8,0,5
ab5faa,1669334863,KPHX,1669338089,KONT,SWA1741 ,731,64,2003,51,1,6
ac20e7,1669336042,KSDF,1669339136,KATL,SWA2212 ,1663,182,2525,0,2,20
c05ed9,1669335474,CYYZ,1669337905,CYOW,ACA462  ,752,36,1083,22,1,5
c818c9,1669334851,,1669338389,NZCH,ANZ765L ,,,2359,145,0,3
c81a5b,1669336950,NZWR,1669338218,NZAA,ANZ225L ,11419,1285,1377,76,0,2
e0814b,1669338213,,1669339691,SABE,JES3269 ,,,2293,47,0,7
06e012,1669336888,,1669337710,FAOR,,,,1837,25,0,7
75002f,1669337545,,1669339282,WMSA,FFM1335 ,,,4025,132,0,1
7503c4,1669339319,,1669341470,,AXM6113 ,,,,,0,0
780e40,1669336859,,1669337603,,CSN3689 ,,,,,0,0
8515c4,1669337416,RJTT,1669340473,,JAL493  ,4885,256,,,0,0
86cee7,1669336859,RJGG,1669339578,,SNJ107  ,2077,185,,,0,0
88530d,1669337738,VTBS,1669338559,,THD586  ,2431,509,,,0,0
7cf9e8,1669338715,YNTM,1669341074,YPEA,TANG03  ,2319,1157,1497,22,0,2
7cf9e8,1669336034,YPEA,1669336811,YCUN,TANG03  ,806,14,16576,1758,0,1
a4340e,1669339721,,1669341285,KMCC,CMD70   ,,,3208,14,0,15
a51ede,1669337546,EDDK,1669340789,EGSS,UPS244  ,388,7,1718,107,1,7
a64d59,1669336761,GA50,1669338730,1GA2,N505JP  ,6911,943,932,923,3,16
a8b4bb,1669337639,CYOW,1669338594,CYMX,FDX153  ,10737,1730,1924,44,1,2
abc7e9,1669337100,,1669340530,KMDW,SWA236  ,,,1566,1,0,2
c07641,1669335936,,1669337638,CYYC,NCB2014 ,,,3528,9,0,5
c815e5,1669334963,,1669336111,NZCH,ZKHTV   ,,,1056,175,0,3
e49641,1669336119,,1669337294,SBKP,AZU4865 ,,,5734,207,0,4
e48dc1,1669336927,,1669339105,SBMT,TAM3573 ,,,7230,543,0,2
0d08f3,1669337581,MMSM,1669338594,,VIV7003 ,8417,786,,,0,0
71c244,1669336166,RKSS,1669339006,RKJY,JNA437  ,922,81,18796,1317,2,0
71c365,1669336049,RKSS,1669337969,,ABL8025 ,883,50,,,2,0
80146d,1669336643,VOBL,1669338719,,IGO7227 ,1452,198,,,1,0
800d96,1669337216,,1669338163,,SEJ4001 ,,,,,0,0
846b34,1669336268,RJBB,1669339766,RJFF,APJ153  ,1347,167,2668,13,0,0
8681b4,1669334644,,1669337844,RJTT,SKY302  ,,,5073,103,0,1
89914d,1669338128,,1669339169,RCMQ,MDA782  ,,,3934,95,0,1
7c5310,1669335225,YSSY,1669337386,YPMQ,QLK162D ,1740,14,2086,42,0,1
7c5b4d,1669336979,YPAD,1669339377,YPLC,QLK269  ,539,21,725,33,0,0
7c7653,1669335123,YMML,1669341375,YNSH,JST794  ,2188,20,5093,807,1,1
7c7cc4,1669336242,YMEN,1669337564,YMEN,HM5     ,268,63,861,70,1,3
7cc49e,1669336939,YBNA,1669339119,YBNA,R1670   ,599,17,157,2,0,2
a4c135,1669334560,KT41,1669339480,KATL,SWA1861 ,7971,1783,3438,15,2,21
abc62a,1669335876,,1669337734,3IS4,N858MG  ,,,4280,794,0,9
c0481c,1669335804,,1669337570,CYUL,ROU1967 ,,,1974,58,0,3
e8027e,1669334833,,1669336344,SPJC,LPE2138 ,,,7924,308,0,5
0d0d50,1669335699,MMMX,1669336589,,VOI274  ,681,10,,,0,0
70c0fc,1669338080,OTBD,1669340518,,OMA532  ,2103,65,,,1,0
71c260,1669336806,RKSS,1669338729,,JJA141  ,970,65,,,2,0
7802ee,1669340020,ZGSZ,1669341518,,CSN6279 ,13285,1199,,,0,0
84b3c9,1669337535,RJAA,1669341412,,APJ541  ,9701,1366,,,0,0
881059,1669335398,VTCC,1669338137,,NOK121  ,2230,187,,,0,0
896503,1669336387,OMSJ,1669337758,,ABY644  ,977,10,,,0,0
7c450f,1669335985,YBBN,1669337458,,QJE1796 ,2364,64,,,0,0
7c48a4,1669336124,YBCG,1669340848,YTYH,OMU     ,2413,184,15178,693,0,1
7c7a6c,1669334739,YPJT,1669336817,YPJT,YGU     ,598,46,1301,38,0,2
a19b72,1669337136,KOAK,1669341055,KNZY,SWA2777 ,1753,71,12314,578,1,5
a0c5c6,1669336902,KSFO,1669337938,KSMF,SKW5751 ,239,72,3312,29,0,20
a3b13f,1669336858,KMDW,1669337512,KORD,EJA337  ,1082,199,1997,0,0,4
a9b828,1669339686,1AZ0,1669340339,1AZ0,SHERPA2 ,11363,804,9542,926,0,10
ac02c3,1669337917,KBOI,1669340108,7OR0,N873PC  ,196,143,18132,2441,2,2
e48519,1669337527,,1669340815,SBSP,TAM3921 ,,,7417,310,0,3
e80276,1669335263,,1669336095,SPJC,LPE2116 ,,,9759,384,0,5
06a373,1669335615,OKBK,1669338979,OTHH,QTR1085 ,4209,394,6837,210,0,1
0d0a4c,1669335794,MMMX,1669337379,,SLI2036 ,1045,27,,,0,0
7583fa,1669336925,RPLL,1669338626,,GAP2131 ,2240,30,,,1,0
78135f,1669334457,,1669335216,,CSN3149 ,,,,,0,0
88085a,1669336746,VTBD,1669337606,,AIQ3148 ,4676,705,,,0,0
8964b7,1669339075,,1669340424,OMDB,UAE501  ,,,1837,26,0,2
7c3616,1669338168,YMMB,1669340421,YMMB,KYW     ,716,15,673,45,0,0
7c6729,1669338023,YCRL,1669340668,YSBK,UNV     ,13047,1630,280,16,0,2
7c704c,1669339535,YPKG,1669341011,,WGU     ,541,0,,,0,0
a22644,1669335546,KVGT,1669336154,NV98,N238AM  ,11910,1,25796,1676,0,0
a43ec3,1669335828,,1669337890,RJGG,UAL137  ,,,4963,109,0,0
e02606,1669336960,,1669337862,SADF,LVBXF   ,,,7157,362,0,4
e0958f,1669339429,,1669340329,SAEZ,JES3183 ,,,2092,2,0,4
06a088,1669338369,,1669341089,OTHH,QTR73B  ,,,2425,19,0,1
0d0cb0,1669334623,,1669335471,MMMX,VIV1505 ,,,561,88,0,1
706211,1669337206,OKBK,1669338194,,JZR707  ,3915,386,,,0,0
71bf90,1669337524,RKSS,1669339425,,ASV921  ,189,56,,,2,0
76b866,1669338317,,1669340576,,TGW812  ,,,,,0,0
7800d8,1669336831,,1669338089,,CHH7383 ,,,,,0,0
a3bdd1,1669335906,KMDT,1669337788,PS20,N340FF  ,331,3,9462,731,2,16
a4f521,1669337335,KIWA,1669338498,KMZJ,N41866  ,2793,195,6002,405,2,7
a694c4,1669337324,KSLI,1669338359,KSLI,N523HB  ,10760,127,11472,51,1,3
abe40a,1669336791,KBNA,1669340684,KDTW,SWA404  ,2611,91,6542,275,0,6
c043b7,1669335827,CYOW,1669338982,CYYZ,ACA465  ,2750,175,1090,36,1,4
c812e0,1669336965,NZNR,1669338616,NZPM,OGN817  ,418,104,464,106,0,2
c81959,1669337334,NZWN,1669339889,NZNR,ANZ890L ,9030,993,243,112,0,1
06a09e,1669336764,OTHH,1669338925,,QTR1385 ,1941,65,,,1,0
70c0fa,1669335155,,1669340549,VOMM,OMA251  ,,,2587,60,0,1
758616,1669337718,RPLL,1669339465,,CEB963  ,896,121,,,1,0
846748,1669338109,RJCJ,1669341078,RJSS,IBX46   ,2007,423,1558,35,1,1
851d2c,1669338768,,1669339991,RJTF,,,,630,58,0,5
880441,1669335804,VTBD,1669336679,,AIQ3566 ,4644,515,,,0,0
881057,1669339553,,1669340810,,NOK9100 ,,,,,0,0
88819a,1669336769,VVGL,1669338047,,BAV203  ,12718,1394,,,1,0
7c46e8,1669337974,YBMC,1669339357,YBMC,OAI     ,7207,955,3086,886,0,2
7c6182,1669338825,,1669339508,YSCB,RSCU209 ,,,8254,26,0,0
a309b4,1669336558,KLAX,1669339773,KOAK,SKW3769 ,1226,7,1317,78,2,5
a5e48b,1669339633,KORL,1669340803,KEVB,N479WP  ,1158,72,1486,4,1,6
a7f37a,1669335234,0PA4,1669335857,PA55,N611LL  ,4154,92,3245,262,5,20
aa6a02,1669336190,,1669337881,TX31,N770LA  ,,,27201,699,0,3
e06459,1669337952,,1669339437,SABE,ARG1875 ,,,4211,154,0,7
70c128,1669335002,,1669336917,,OMS758  ,,,,,0,0
75842e,1669338093,RPLL,1669339310,RPLY,BIC6678 ,2320,91,25723,1926,1,0
800cce,1669337004,VIDP,1669341317,,IGO5003 ,3309,0,,,1,0
851c86,1669337913,RJOO,1669340059,,JAL2465 ,2110,167,,,0,0
851bfe,1669337545,,1669340872,RJTT,JAL432  ,,,4116,50,0,2
84b982,1669334556,RJTT,1669338055,RJBB,SFJ21   ,5191,377,7369,228,0,1
84bcd4,1669335286,,1669339948,,JJP611  ,,,,,0,0
86796c,1669335940,RJOO,1669338730,,ANA523  ,1341,83,,,0,0
8963d3,1669337639,OBBI,1669340502,OMDB,UAE836  ,8875,1224,4702,49,0,2
7c3972,1669337450,,1669339398,YPJT,LMS     ,,,868,30,0,2
8a0378,1669335706,,1669339760,,CTV882  ,,,,,0,0
8a08ea,1669340284,,1669341473,,SJV951  ,,,,,0,0
a07fa4,1669337490,KMGW,1669338158,KMGW,N131HN  ,7336,7,7346,60,0,4
a32e7c,1669336466,KISP,1669337766,KGON,N304DC  ,278,22,3224,142,0,11
a79433,1669337147,KBOS,1669339458,KHPN,LXJ588  ,705,214,3720,71,0,0
a9aa92,1669337704,KROC,1669339830,KART,N7217B  ,246,73,2276,22,1,4
ad447e,1669339111,KCPM,1669341539,KEMT,N954LA  ,4365,29,12875,29,3,8
ad447e,1669335153,KLGB,1669338177,KCPM,N954LA  ,1141,18,4433,29,3,9
c01da2,1669336120,,1669337368,CCW4,CFLFT   ,,,15219,664,0,1
155c21,1669338400,LTFM,1669340175,,AZO776  ,8213,1005,,,0,0
71c318,1669334619,,1669336398,RJBB,JJA1352 ,,,4772,14,0,1
75021b,1669339579,,1669340277,,MAS1327 ,,,,,0,0
76e733,1669336812,YPEA,1669340502,YPEA,EGLE822 ,857,0,1709,22,0,2
86222e,1669337083,,1669340129,RJTT,JAL278  ,,,4205,65,0,2
8638b0,1669336415,RJTT,1669339821,,ANA293  ,1723,156,,,0,0
899070,1669335167,RCMQ,1669336211,,UIA8955 ,2667,285,,,1,0
7c3e3f,1669335763,YBSS,1669339473,YBSS,MKX     ,1049,16,1557,1,0,2
7c5307,1669335849,YBNA,1669340817,YSSY,QLK63D  ,778,35,1056,21,0,2
7c6c80,1669334643,YSBK,1669338045,YSBK,VPU     ,303,69,379,69,1,2
a6508e,1669337513,,1669338172,KOPF,RNI158  ,,,3076,89,0,3
a69abb,1669337357,KW94,1669340913,KGAI,N5244N  ,4034,1267,1976,79,2,10
a8b74e,1669334627,OR23,1669337418,KHIO,N6605P  ,4034,1272,1621,2,0,23
aa9eb3,1669336867,KBNA,1669341118,KMKE,SWA2290 ,2478,91,383,45,0,10
abc0e4,1669337679,KLGB,1669340357,KLAS,SWA3239 ,746,64,1021,154,3,3
c04b57,1669338004,,1669339744,CYYC,AKT1731 ,,,3085,9,0,5
c80624,1669335494,,1669337473,NZWN,ZKFML   ,,,17995,566,0,0
e0b048,1669335473,SABE,1669336487,,FBZ5166 ,1634,139,,,0,0
e497e5,1669336348,SBBR,1669337849,,GLO1768 ,670,29,,,1,0
e80329,1669336863,SPJC,1669338458,,SKX5250 ,1739,270,,,3,0
0d0e1e,1669340361,,1669341562,MMMX,AMX251  ,,,7076,208,0,1
7817a7,1669336337,ZGSZ,1669336946,,CSZ9523 ,7494,986,,,0,0
881053,1669337145,VTBD,1669338078,,NOK522  ,4946,606,,,0,0
